id,alert_id,entity_id,investigator,narrative,investigation_depth,sla_hours
case-005814,al-010666,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-005815,al-010668,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-005816,al-010670,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-005817,al-010672,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-005818,al-010674,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-005819,al-010676,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-005820,al-010678,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-005821,al-010680,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-005822,al-010682,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-005823,al-010684,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-005824,al-010686,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-005825,al-010688,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-005826,al-010690,ent-010,analyst-11,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-005827,al-010692,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-005828,al-010693,ent-001,analyst-14,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-005829,al-010694,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-005830,al-010695,ent-003,analyst-16,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-005831,al-010696,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-005832,al-010698,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-005833,al-010700,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-005834,al-010702,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-005835,al-010704,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-005836,al-010706,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-005837,al-010708,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-005838,al-010710,ent-006,analyst-07,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-005839,al-010712,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-005840,al-010714,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-005841,al-010716,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-005842,al-010718,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-005843,al-010720,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-005844,al-010722,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-005845,al-010724,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-005846,al-010726,ent-010,analyst-23,Validated the indicator against historical activity and documented the affected service boundary.,4,30
case-005847,al-010727,ent-011,analyst-24,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-005848,al-010728,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-005849,al-010730,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-005850,al-010732,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-005851,al-010734,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-005852,al-010736,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-005853,al-010738,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-005854,al-010740,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-005855,al-010742,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-005856,al-010744,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-005857,al-010746,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
case-005858,al-010748,ent-008,analyst-21,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,28
case-005859,al-010750,ent-010,analyst-23,Reviewed alert source and confirmed normal operations. No customer impact observed.,1,2
case-005860,al-010752,ent-012,analyst-01,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,8
case-005861,al-010754,ent-002,analyst-03,Validated the indicator against historical activity and documented the affected service boundary.,4,10
case-005862,al-010755,ent-003,analyst-04,"Checked source integrity, confirmed the event was isolated, and recorded remediation evidence.",1,2
case-005863,al-010756,ent-004,analyst-05,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,12
case-005864,al-010758,ent-006,analyst-07,Validated the indicator against historical activity and documented the affected service boundary.,4,14
case-005865,al-010760,ent-008,analyst-09,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,16
case-005866,al-010761,ent-009,analyst-10,"Correlated telemetry with endpoint logs, reviewed operator actions, and confirmed containment.",1,2
case-005867,al-010762,ent-010,analyst-11,Validated the indicator against historical activity and documented the affected service boundary.,4,18
case-005868,al-010764,ent-012,analyst-13,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,20
case-005869,al-010766,ent-002,analyst-15,Validated the indicator against historical activity and documented the affected service boundary.,4,22
case-005870,al-010768,ent-004,analyst-17,Reviewed alert source and confirmed normal operations. No customer impact observed.,2,24
case-005871,al-010770,ent-006,analyst-19,Validated the indicator against historical activity and documented the affected service boundary.,4,26
